,cpf,mercado,produto
2870,31966594887,Broa de Açúcar,uva
25376,38875632804,Plus,pera
32602,39080508802,Broa de Açúcar,maçã
9595,39106522807,Plus,uva
44030,30263685802,Plus,uva
86959,39675236833,Plus,uva
44247,34944588801,Broa de Açúcar,maçã
9595,39106522807,Plus,banana
50385,34177725838,Mes,pera
14810,32836494808,Plus,maçã
59678,37576241810,Broa de Açúcar,maçã
58775,30083792813,Plus,banana
58335,30892507802,Mes,maçã
78411,32858558868,Broa de Açúcar,uva
81659,34014253821,Broa de Açúcar,maçã
79460,36021575806,Plus,banana
80832,32933350807,Plus,pera
31115,34526179809,Plus,maçã
44247,34944588801,Plus,pera
16888,39844500877,Mes,banana
25376,38875632804,Plus,pera
3290,36734187853,Plus,pera
67435,30610304844,Mes,uva
95919,33446371850,Broa de Açúcar,maçã
70736,30552640883,Plus,uva
49191,37083083878,Mes,uva
25376,38875632804,Broa de Açúcar,maçã
94458,35713381897,Plus,uva
9956,39385543806,Plus,banana
74989,38405599878,Broa de Açúcar,maçã
59760,34765846822,Mes,pera
58775,30083792813,Plus,maçã
42417,38885995802,Mes,pera
32602,39080508802,Broa de Açúcar,banana
43118,30955837880,Plus,banana
47497,34873296897,Mes,uva
35085,38452940866,Broa de Açúcar,maçã
16888,39844500877,Mes,maçã
86568,31867812800,Mes,banana
26549,39639925810,Plus,maçã
31115,34526179809,Plus,maçã
28035,35396027800,Plus,maçã
75607,33304169806,Mes,uva
32602,39080508802,Plus,pera
47497,34873296897,Mes,maçã
98011,31824353880,Mes,banana
91336,33336928800,Plus,banana
58335,30892507802,Plus,pera
70219,30328179868,Mes,uva
31273,32145200835,Broa de Açúcar,pera
3749,32269915828,Broa de Açúcar,pera
67919,32474360816,Broa de Açúcar,pera
22890,30270309810,Mes,pera
37530,39655543870,Mes,pera
45085,37860681862,Plus,pera
16158,32294129822,Mes,banana
78147,33576161813,Broa de Açúcar,maçã
98173,33983357806,Broa de Açúcar,uva
41156,31795880805,Plus,banana
94579,35094486853,Mes,pera
91336,33336928800,Broa de Açúcar,pera
50385,34177725838,Mes,pera
81659,34014253821,Broa de Açúcar,pera
86959,39675236833,Broa de Açúcar,uva
43867,36366758859,Plus,banana
47315,39549708802,Mes,uva
87806,30060398825,Mes,uva
21389,38471069881,Plus,pera
21389,38471069881,Mes,banana
97169,39878222870,Broa de Açúcar,maçã
10118,30494429801,Plus,pera
74588,30228934850,Plus,pera
37909,31784022845,Broa de Açúcar,maçã
93885,38766987822,Plus,uva
31115,34526179809,Mes,banana
18567,39286103840,Broa de Açúcar,pera
4297,39179111831,Broa de Açúcar,maçã
87310,39092652865,Plus,banana
89184,34414924804,Mes,banana
81659,34014253821,Broa de Açúcar,uva
87310,39092652865,Plus,pera
8801,33325664822,Mes,banana
72394,32479421813,Plus,pera
44075,35645621840,Mes,maçã
44075,35645621840,Plus,uva
98435,31612130844,Plus,pera
21207,37506226804,Mes,uva
3881,35968655810,Broa de Açúcar,maçã
21001,39118478824,Plus,banana
78761,39375061876,Broa de Açúcar,uva
65299,31145103880,Broa de Açúcar,banana
36817,31342477804,Broa de Açúcar,maçã
3290,36734187853,Mes,maçã
90603,38922839821,Broa de Açúcar,uva
86193,37822157884,Mes,maçã
91126,37540640880,Mes,pera
30988,36062870896,Broa de Açúcar,maçã
4327,33999128895,Plus,banana
21002,35471853865,Mes,pera
61445,33392946826,Plus,maçã
90402,32320910832,Broa de Açúcar,banana
22890,30270309810,Broa de Açúcar,pera
13595,39349746867,Broa de Açúcar,pera
67919,32474360816,Broa de Açúcar,uva
14810,32836494808,Broa de Açúcar,uva
42417,38885995802,Plus,maçã
89809,38085196816,Broa de Açúcar,pera
81896,38686654800,Mes,uva
32602,39080508802,Broa de Açúcar,uva
85219,30696790807,Broa de Açúcar,uva
42870,36461999892,Broa de Açúcar,banana
68337,35745115823,Broa de Açúcar,banana
65299,31145103880,Plus,maçã
1736,34066997821,Mes,banana
70898,31497443857,Plus,pera
61445,33392946826,Plus,maçã
74751,31037015860,Broa de Açúcar,maçã
3334,36335825848,Plus,pera
38347,35113200891,Broa de Açúcar,maçã
42417,38885995802,Plus,pera
97438,32300383802,Broa de Açúcar,maçã
11872,30621866822,Mes,banana
21002,35471853865,Broa de Açúcar,pera
75607,33304169806,Plus,pera
52232,39956187828,Plus,pera
14810,32836494808,Broa de Açúcar,pera
92341,31106185838,Mes,uva
42417,38885995802,Broa de Açúcar,uva
91663,36431803817,Mes,banana
36413,30769095844,Broa de Açúcar,uva
38929,32122083840,Broa de Açúcar,pera
10118,30494429801,Broa de Açúcar,pera
79387,33717499831,Broa de Açúcar,banana
58292,36094762819,Plus,maçã
4684,33110482886,Mes,pera
98011,31824353880,Broa de Açúcar,uva
70898,31497443857,Mes,maçã
78411,32858558868,Broa de Açúcar,banana
94579,35094486853,Broa de Açúcar,banana
70219,30328179868,Plus,uva
90282,39490165891,Broa de Açúcar,banana
66319,31579980805,Plus,maçã
11872,30621866822,Mes,pera
22857,36769458837,Broa de Açúcar,maçã
49191,37083083878,Broa de Açúcar,maçã
37978,35618351803,Plus,pera
13270,31938819888,Plus,uva
11872,30621866822,Broa de Açúcar,pera
87806,30060398825,Plus,maçã
42823,31642889806,Broa de Açúcar,maçã
92341,31106185838,Mes,uva
74989,38405599878,Plus,pera
98107,31797190873,Mes,pera
40203,30673452824,Mes,uva
70219,30328179868,Broa de Açúcar,uva
75528,30403874807,Plus,banana
90603,38922839821,Plus,banana
9875,32206448807,Plus,pera
92362,32402738880,Mes,maçã
30988,36062870896,Mes,uva
65713,32394632887,Broa de Açúcar,banana
1453,32698896825,Broa de Açúcar,banana
78147,33576161813,Mes,maçã
78411,32858558868,Mes,pera
74916,32699967807,Plus,uva
5355,33826444876,Plus,maçã
81659,34014253821,Plus,pera
37909,31784022845,Mes,banana
28035,35396027800,Plus,banana
9875,32206448807,Mes,banana
26426,30478296835,Mes,maçã
96822,32116965802,Broa de Açúcar,pera
91126,37540640880,Mes,pera
4684,33110482886,Broa de Açúcar,uva
42951,34413526880,Broa de Açúcar,pera
35085,38452940866,Broa de Açúcar,uva
47315,39549708802,Plus,banana
23646,37483373881,Plus,uva
50385,34177725838,Plus,maçã
32906,35914511852,Broa de Açúcar,maçã
90282,39490165891,Broa de Açúcar,pera
87310,39092652865,Plus,uva
1453,32698896825,Plus,pera
42417,38885995802,Broa de Açúcar,pera
98107,31797190873,Broa de Açúcar,banana
67919,32474360816,Plus,uva
4684,33110482886,Mes,pera
58775,30083792813,Plus,uva
6347,30498059863,Mes,maçã
77344,38023399837,Mes,pera
32602,39080508802,Plus,maçã
99279,32817575881,Broa de Açúcar,uva
93885,38766987822,Broa de Açúcar,uva
44075,35645621840,Plus,uva
21258,30749427892,Plus,maçã
68168,34761282886,Broa de Açúcar,maçã
47497,34873296897,Plus,banana
92893,33793904881,Mes,maçã
4327,33999128895,Broa de Açúcar,uva
98173,33983357806,Plus,pera
95919,33446371850,Plus,banana
40804,38278086850,Plus,pera
4587,30617411867,Plus,uva
44030,30263685802,Mes,uva
35085,38452940866,Broa de Açúcar,banana
21868,32101997878,Broa de Açúcar,banana
42417,38885995802,Broa de Açúcar,banana
24881,37629570880,Plus,pera
23646,37483373881,Mes,banana
93885,38766987822,Broa de Açúcar,banana
59760,34765846822,Broa de Açúcar,uva
38929,32122083840,Plus,uva
61445,33392946826,Plus,uva
91663,36431803817,Broa de Açúcar,pera
98107,31797190873,Plus,uva
92369,31620324822,Plus,banana
75607,33304169806,Mes,pera
99279,32817575881,Plus,maçã
87805,38886668805,Plus,pera
36413,30769095844,Plus,uva
75528,30403874807,Mes,pera
21001,39118478824,Plus,banana
89055,30932083862,Mes,pera
21002,35471853865,Mes,pera
84524,36135911899,Mes,maçã
43118,30955837880,Mes,maçã
1453,32698896825,Broa de Açúcar,uva
86959,39675236833,Mes,banana
92369,31620324822,Plus,maçã
15731,33887237889,Mes,pera
23646,37483373881,Broa de Açúcar,banana
34986,31756562857,Plus,uva
99279,32817575881,Plus,uva
83055,33463222892,Broa de Açúcar,uva
15731,33887237889,Broa de Açúcar,uva
43867,36366758859,Mes,pera
10118,30494429801,Mes,uva
21207,37506226804,Mes,pera
66319,31579980805,Plus,maçã
91126,37540640880,Plus,pera
59760,34765846822,Mes,uva
67006,31771576855,Broa de Açúcar,banana
63967,34608848860,Mes,pera
13595,39349746867,Mes,uva
51152,32459989881,Mes,banana
36817,31342477804,Broa de Açúcar,pera
12635,36682522894,Mes,pera
88133,32324073820,Broa de Açúcar,pera
74588,30228934850,Mes,maçã
21002,35471853865,Plus,uva
8801,33325664822,Plus,maçã
26549,39639925810,Mes,banana
90603,38922839821,Plus,pera
4684,33110482886,Plus,maçã
43118,30955837880,Plus,banana
4684,33110482886,Mes,uva
34986,31756562857,Mes,maçã
44030,30263685802,Mes,banana
31115,34526179809,Mes,maçã
34447,32241633801,Broa de Açúcar,maçã
29899,31567093876,Mes,pera
59678,37576241810,Broa de Açúcar,uva
89184,34414924804,Broa de Açúcar,banana
86568,31867812800,Broa de Açúcar,maçã
21002,35471853865,Mes,pera
4587,30617411867,Broa de Açúcar,pera
87806,30060398825,Broa de Açúcar,banana
3749,32269915828,Broa de Açúcar,pera
13270,31938819888,Broa de Açúcar,maçã
37909,31784022845,Broa de Açúcar,banana
51152,32459989881,Mes,pera
58775,30083792813,Plus,maçã
92341,31106185838,Broa de Açúcar,maçã
70758,35378086825,Broa de Açúcar,uva
37978,35618351803,Plus,banana
9239,38862226837,Mes,maçã
41092,35535533831,Broa de Açúcar,uva
9956,39385543806,Plus,uva
13595,39349746867,Broa de Açúcar,uva
69189,38981208808,Broa de Açúcar,uva
58292,36094762819,Plus,pera
91126,37540640880,Plus,uva
99279,32817575881,Mes,maçã
22890,30270309810,Broa de Açúcar,uva
74588,30228934850,Plus,banana
41092,35535533831,Plus,uva
3290,36734187853,Plus,banana
16888,39844500877,Mes,banana
42870,36461999892,Broa de Açúcar,pera
16888,39844500877,Mes,maçã
51483,33461325872,Broa de Açúcar,maçã
70219,30328179868,Broa de Açúcar,uva
74989,38405599878,Broa de Açúcar,pera
47315,39549708802,Mes,banana
74916,32699967807,Mes,uva
68059,37126598815,Plus,banana
42417,38885995802,Broa de Açúcar,maçã
98435,31612130844,Mes,banana
49191,37083083878,Plus,pera
88133,32324073820,Broa de Açúcar,pera
75607,33304169806,Broa de Açúcar,maçã
87805,38886668805,Mes,banana
47315,39549708802,Broa de Açúcar,uva
92362,32402738880,Broa de Açúcar,pera
98173,33983357806,Broa de Açúcar,maçã
56371,31742487874,Broa de Açúcar,maçã
68168,34761282886,Plus,banana
40804,38278086850,Mes,pera
83055,33463222892,Mes,pera
99279,32817575881,Broa de Açúcar,banana
98173,33983357806,Plus,pera
21002,35471853865,Mes,maçã
91663,36431803817,Mes,uva
67919,32474360816,Broa de Açúcar,banana
43867,36366758859,Mes,banana
42823,31642889806,Plus,uva
4684,33110482886,Broa de Açúcar,pera
91336,33336928800,Broa de Açúcar,maçã
41998,32447851820,Mes,uva
68059,37126598815,Mes,maçã
8801,33325664822,Mes,uva
26697,38194757886,Broa de Açúcar,maçã
26426,30478296835,Broa de Açúcar,uva
3334,36335825848,Broa de Açúcar,uva
79460,36021575806,Mes,banana
67919,32474360816,Mes,uva
10118,30494429801,Broa de Açúcar,maçã
89184,34414924804,Plus,pera
42870,36461999892,Plus,maçã
21389,38471069881,Broa de Açúcar,pera
94458,35713381897,Broa de Açúcar,maçã
98435,31612130844,Mes,maçã
43112,30248659855,Plus,uva
67435,30610304844,Mes,maçã
85219,30696790807,Plus,uva
49191,37083083878,Plus,banana
80089,39656160800,Broa de Açúcar,maçã
87806,30060398825,Plus,uva
88133,32324073820,Broa de Açúcar,uva
79387,33717499831,Broa de Açúcar,banana
63967,34608848860,Broa de Açúcar,maçã
29195,33324127874,Broa de Açúcar,uva
96822,32116965802,Broa de Açúcar,maçã
79460,36021575806,Mes,maçã
69189,38981208808,Mes,maçã
67919,32474360816,Plus,uva
23646,37483373881,Plus,uva
74916,32699967807,Plus,maçã
47315,39549708802,Mes,banana
63967,34608848860,Broa de Açúcar,uva
68168,34761282886,Broa de Açúcar,banana
1453,32698896825,Plus,maçã
5355,33826444876,Mes,maçã
49191,37083083878,Mes,uva
90282,39490165891,Plus,uva
43867,36366758859,Broa de Açúcar,uva
4684,33110482886,Plus,pera
67909,30462465870,Plus,uva
4587,30617411867,Mes,pera
59678,37576241810,Plus,pera
953,32255572850,Mes,uva
91336,33336928800,Plus,uva
74916,32699967807,Mes,banana
93205,34731338840,Plus,uva
74588,30228934850,Mes,maçã
92362,32402738880,Plus,pera
16888,39844500877,Broa de Açúcar,uva
75528,30403874807,Plus,maçã
35085,38452940866,Mes,uva
94579,35094486853,Mes,maçã
4684,33110482886,Plus,banana
44944,38760611804,Broa de Açúcar,maçã
92085,38617360801,Mes,banana
75528,30403874807,Mes,maçã
78592,37891988897,Broa de Açúcar,uva
75607,33304169806,Broa de Açúcar,pera
12635,36682522894,Mes,maçã
36817,31342477804,Broa de Açúcar,pera
21389,38471069881,Broa de Açúcar,maçã
40203,30673452824,Plus,uva
92085,38617360801,Broa de Açúcar,maçã
86959,39675236833,Broa de Açúcar,uva
45085,37860681862,Broa de Açúcar,uva
98107,31797190873,Mes,maçã
98011,31824353880,Broa de Açúcar,maçã
22857,36769458837,Broa de Açúcar,uva
81866,31963493818,Mes,banana
12348,38062339858,Plus,banana
46646,36388955800,Plus,banana
9382,38977071879,Broa de Açúcar,pera
89481,38193343867,Mes,banana
99799,39415052899,Mes,pera
9527,34651258867,Plus,banana
37107,35623200869,Plus,banana
39613,38175346809,Broa de Açúcar,pera
69734,32030313882,Plus,banana
40015,32546453831,Mes,banana
52142,37879276890,Mes,banana
71963,33200142855,Plus,pera
45861,37399102830,Broa de Açúcar,banana
56673,33452221830,Broa de Açúcar,pera
13259,31200611829,Broa de Açúcar,banana
51206,36977516895,Mes,pera
48662,32609256868,Broa de Açúcar,pera
88288,33964928895,Plus,banana
76132,33274335851,Broa de Açúcar,banana
15000,37224457876,Plus,banana
74956,36395926896,Plus,banana
31523,35080739800,Plus,banana
74726,38165733800,Mes,maçã
52142,37879276890,Mes,pera
74956,36395926896,Plus,pera
86214,35110192812,Plus,pera
76999,34577201852,Plus,banana
21301,37433125817,Mes,pera
87131,34050171813,Mes,banana
11305,32882252803,Plus,pera
22190,34487023823,Broa de Açúcar,maçã
26067,36826702894,Plus,banana
59693,36894264805,Broa de Açúcar,banana
89481,38193343867,Mes,maçã
46149,36187884876,Mes,pera
40854,38780578810,Mes,pera
97604,34832712870,Broa de Açúcar,banana
48182,36788385882,Plus,pera
62329,30846232871,Plus,pera
46646,36388955800,Plus,banana
57227,30048509825,Mes,banana
53017,36888173895,Mes,pera
9382,38977071879,Plus,pera
11305,32882252803,Broa de Açúcar,banana
12719,35033470892,Broa de Açúcar,pera
91234,30290906806,Mes,banana
48662,32609256868,Plus,banana
31523,35080739800,Plus,banana
16569,39364243811,Broa de Açúcar,pera
997,32423720858,Broa de Açúcar,maçã
24513,38533505850,Mes,banana
58430,34264638810,Mes,maçã
40035,32721092855,Mes,pera
57254,37795157840,Broa de Açúcar,maçã
71941,34532204801,Plus,banana
96289,30083408819,Plus,pera
24540,32175231801,Plus,pera
15000,37224457876,Mes,maçã
9382,38977071879,Mes,banana
81736,35195267863,Plus,banana
2529,34815749833,Broa de Açúcar,banana
39457,39252052844,Plus,pera
11305,32882252803,Broa de Açúcar,maçã
40689,32650244828,Plus,pera
51112,30043773818,Plus,pera
13259,31200611829,Plus,pera
15000,37224457876,Plus,banana
31637,35678575848,Plus,banana
91332,39489653829,Mes,banana
53563,31747463884,Plus,maçã
15027,33866198868,Mes,banana
21561,31409170829,Plus,pera
80847,38770200890,Plus,banana
46646,36388955800,Mes,pera
31637,35678575848,Plus,pera
15002,32483420800,Mes,pera
59677,30879786809,Mes,pera
13361,38086924807,Broa de Açúcar,banana
12579,30582703808,Plus,banana
77266,36246796869,Plus,maçã
19243,35935708825,Mes,banana
62962,37880194843,Mes,banana
100638,39354210872,Broa de Açúcar,banana
62364,39296962820,Plus,pera
60912,32985180856,Plus,banana
58430,34264638810,Plus,banana
62364,39296962820,Mes,banana
25307,30944639836,Broa de Açúcar,pera
89937,39497693826,Broa de Açúcar,pera
97972,32808759860,Plus,pera
27320,33312866804,Plus,maçã
31637,35678575848,Plus,pera
57254,37795157840,Plus,banana
46149,36187884876,Broa de Açúcar,pera
88288,33964928895,Mes,banana
54031,37330352837,Plus,maçã
1516,32021188892,Mes,pera
69734,32030313882,Mes,banana
71963,33200142855,Broa de Açúcar,banana
99799,39415052899,Plus,banana
27406,33669537805,Plus,pera
15000,37224457876,Plus,maçã
13259,31200611829,Plus,maçã
41680,35627127821,Mes,maçã
62562,30860919838,Broa de Açúcar,banana
51206,36977516895,Mes,pera
39457,39252052844,Plus,pera
63121,37461051881,Plus,banana
45707,36428763826,Plus,banana
1516,32021188892,Plus,pera
41609,38585981865,Mes,pera
22148,31547964871,Plus,pera
15000,37224457876,Mes,pera
56436,33002436887,Plus,banana
48173,37972235872,Broa de Açúcar,pera
17850,39034817857,Plus,banana
14776,35844370830,Mes,banana
76132,33274335851,Mes,banana
76151,37330501859,Plus,banana
13361,38086924807,Plus,maçã
16245,36042659839,Plus,maçã
75712,37915472836,Broa de Açúcar,pera
41680,35627127821,Plus,banana
53793,31052618855,Broa de Açúcar,pera
48173,37972235872,Plus,pera
24540,32175231801,Plus,pera
24735,32405465825,Broa de Açúcar,pera
63121,37461051881,Broa de Açúcar,banana
53563,31747463884,Mes,maçã
37911,34082273816,Plus,maçã
57270,32218094843,Broa de Açúcar,banana
71584,36341425880,Plus,banana
91234,30290906806,Mes,maçã
11048,30075496801,Plus,pera
57227,30048509825,Mes,banana
62962,37880194843,Plus,pera
81866,31963493818,Broa de Açúcar,pera
95280,35224692830,Plus,banana
26067,36826702894,Broa de Açúcar,pera
57227,30048509825,Broa de Açúcar,pera
62962,37880194843,Mes,pera
77266,36246796869,Plus,pera
62562,30860919838,Plus,banana
51387,31055338853,Plus,banana
59693,36894264805,Plus,pera
29168,30717955800,Broa de Açúcar,maçã
81133,31983227820,Plus,pera
53563,31747463884,Plus,banana
84255,35607999882,Plus,pera
17850,39034817857,Plus,pera
88288,33964928895,Broa de Açúcar,maçã
15027,33866198868,Plus,maçã
11994,36747700830,Plus,maçã
30804,38405402837,Plus,pera
62364,39296962820,Plus,maçã
74956,36395926896,Broa de Açúcar,pera
30265,31728386845,Mes,banana
14776,35844370830,Plus,pera
32167,35165498824,Broa de Açúcar,maçã
32167,35165498824,Plus,banana
62329,30846232871,Plus,banana
81062,35719857885,Mes,banana
89481,38193343867,Broa de Açúcar,maçã
91234,30290906806,Broa de Açúcar,banana
12719,35033470892,Plus,maçã
44776,38228522878,Broa de Açúcar,banana
99799,39415052899,Broa de Açúcar,maçã
57227,30048509825,Broa de Açúcar,pera
98095,34172081819,Mes,banana
48182,36788385882,Broa de Açúcar,banana
39338,37422921889,Mes,banana
45707,36428763826,Plus,maçã
52756,31449785824,Plus,banana
24513,38533505850,Mes,pera
90732,34797685808,Broa de Açúcar,pera
53793,31052618855,Plus,banana
21062,35720395849,Plus,pera
62364,39296962820,Mes,pera
60912,32985180856,Mes,pera
91957,34946574832,Plus,banana
48173,37972235872,Plus,banana
51206,36977516895,Plus,pera
24735,32405465825,Plus,banana
74370,39311745812,Broa de Açúcar,maçã
99799,39415052899,Plus,banana
69734,32030313882,Plus,pera
74956,36395926896,Mes,pera
41680,35627127821,Mes,banana
71584,36341425880,Plus,banana
77266,36246796869,Plus,maçã
52146,35069941828,Broa de Açúcar,banana
39613,38175346809,Plus,pera
41680,35627127821,Mes,pera
58592,36687889877,Broa de Açúcar,pera
52756,31449785824,Broa de Açúcar,maçã
16600,32686436808,Plus,banana
5899,30399363874,Broa de Açúcar,banana
76191,39773632806,Plus,pera
53563,31747463884,Plus,pera
52756,31449785824,Plus,banana
27406,33669537805,Mes,banana
81866,31963493818,Mes,banana
26067,36826702894,Broa de Açúcar,pera
14587,33129609830,Mes,maçã
57604,30925897850,Plus,pera
1518,35211696859,Plus,banana
2041,37126102895,Plus,pera
76999,34577201852,Mes,maçã
1516,32021188892,Plus,pera
59693,36894264805,Plus,banana
32275,32824672811,Plus,banana
16222,37490300819,Plus,pera
58430,34264638810,Plus,banana
62962,37880194843,Mes,banana
18474,32276941820,Plus,maçã
78642,38288095887,Plus,banana
96289,30083408819,Mes,banana
86483,30418792801,Mes,maçã
29168,30717955800,Mes,pera
76151,37330501859,Plus,pera
25307,30944639836,Mes,pera
53691,36059262821,Mes,pera
75712,37915472836,Plus,banana
19881,38469227815,Plus,banana
17742,31853596825,Broa de Açúcar,banana
57270,32218094843,Plus,pera
76132,33274335851,Broa de Açúcar,banana
41695,33547015871,Mes,pera
11130,39284079888,Plus,maçã
32127,32775371884,Plus,pera
29168,30717955800,Broa de Açúcar,banana
21279,33515942831,Broa de Açúcar,maçã
19243,35935708825,Plus,maçã
88902,31386637882,Plus,banana
2041,37126102895,Plus,banana
75712,37915472836,Plus,banana
1518,35211696859,Broa de Açúcar,pera
53017,36888173895,Broa de Açúcar,banana
41680,35627127821,Mes,banana
81062,35719857885,Plus,banana
41695,33547015871,Mes,banana
57254,37795157840,Plus,pera
4689,39729191824,Broa de Açúcar,banana
57270,32218094843,Plus,pera
15027,33866198868,Broa de Açúcar,banana
48662,32609256868,Broa de Açúcar,pera
91332,39489653829,Broa de Açúcar,maçã
25307,30944639836,Plus,maçã
26244,34102712879,Plus,banana
14776,35844370830,Plus,maçã
54074,34724431890,Plus,banana
44776,38228522878,Plus,banana
17742,31853596825,Plus,maçã
75712,37915472836,Plus,banana
88288,33964928895,Broa de Açúcar,banana
25307,30944639836,Plus,banana
62562,30860919838,Plus,pera
32275,32824672811,Plus,banana
14776,35844370830,Plus,banana
40035,32721092855,Plus,pera
58592,36687889877,Plus,banana
34508,34919845804,Broa de Açúcar,maçã
59693,36894264805,Plus,banana
6819,39235669804,Mes,maçã
57551,39414985840,Plus,pera
40811,36962981821,Mes,pera
12348,38062339858,Plus,banana
32275,32824672811,Mes,pera
53563,31747463884,Plus,banana
45707,36428763826,Broa de Açúcar,banana
45861,37399102830,Plus,banana
76132,33274335851,Plus,maçã
96289,30083408819,Broa de Açúcar,banana
40015,32546453831,Plus,pera
58592,36687889877,Mes,pera
1518,35211696859,Plus,banana
62329,30846232871,Plus,banana
69711,37320155800,Plus,banana
21062,35720395849,Plus,maçã
51387,31055338853,Broa de Açúcar,banana
46646,36388955800,Broa de Açúcar,banana
14587,33129609830,Broa de Açúcar,banana
15000,37224457876,Broa de Açúcar,maçã
91332,39489653829,Plus,banana
86927,35735341804,Broa de Açúcar,maçã
17850,39034817857,Mes,banana
86483,30418792801,Mes,pera
21279,33515942831,Mes,maçã
77238,37897373800,Plus,pera
71584,36341425880,Plus,pera
10627,32104058830,Plus,pera
41680,35627127821,Plus,banana
40811,36962981821,Broa de Açúcar,banana
60912,32985180856,Plus,pera
71941,34532204801,Plus,pera
9183,33634766808,Mes,banana
93549,34692144840,Plus,pera
57129,34329099853,Plus,banana
29563,33812954893,Mes,pera
26244,34102712879,Broa de Açúcar,banana
15000,37224457876,Mes,pera
1518,35211696859,Plus,banana
23138,37873622827,Plus,maçã
76219,30765876841,Mes,banana
45707,36428763826,Plus,pera
53017,36888173895,Broa de Açúcar,pera
7674,34164815850,Plus,banana
12390,36778406860,Plus,banana
96216,34016739802,Plus,maçã
15002,32483420800,Broa de Açúcar,maçã
6819,39235669804,Plus,banana
48662,32609256868,Mes,banana
27406,33669537805,Plus,pera
58592,36687889877,Plus,pera
11305,32882252803,Mes,banana
76191,39773632806,Mes,pera
4689,39729191824,Plus,pera
63121,37461051881,Broa de Açúcar,banana
13259,31200611829,Plus,banana
1518,35211696859,Plus,pera
40035,32721092855,Mes,pera
53691,36059262821,Mes,pera
31523,35080739800,Mes,banana
74956,36395926896,Plus,pera
40689,32650244828,Mes,maçã
48662,32609256868,Plus,pera
18474,32276941820,Broa de Açúcar,pera
13361,38086924807,Plus,banana
97972,32808759860,Plus,maçã
40035,32721092855,Plus,pera
51206,36977516895,Plus,maçã
37911,34082273816,Plus,maçã
31523,35080739800,Broa de Açúcar,banana
21561,31409170829,Plus,banana
51206,36977516895,Mes,maçã
37107,35623200869,Broa de Açúcar,banana
997,32423720858,Mes,pera
19881,38469227815,Mes,pera
63121,37461051881,Plus,banana
76132,33274335851,Mes,maçã
7674,34164815850,Plus,banana
52142,37879276890,Plus,banana
82376,35188294834,Plus,banana
97972,32808759860,Mes,banana
25307,30944639836,Plus,banana
12719,35033470892,Plus,pera
45861,37399102830,Plus,maçã
39338,37422921889,Plus,pera
4689,39729191824,Mes,pera
51387,31055338853,Plus,banana
89937,39497693826,Plus,pera
1625,38196878826,Broa de Açúcar,banana
32275,32824672811,Mes,maçã
14587,33129609830,Plus,banana
98095,34172081819,Plus,banana
53691,36059262821,Plus,maçã
16600,32686436808,Plus,pera
16600,32686436808,Plus,maçã
91332,39489653829,Mes,pera
81133,31983227820,Plus,pera
12348,38062339858,Mes,banana
96216,34016739802,Plus,banana
21062,35720395849,Mes,banana
21561,31409170829,Plus,banana
57254,37795157840,Plus,pera
86927,35735341804,Plus,pera
25314,34238361806,Plus,banana
11994,36747700830,Plus,pera
31637,35678575848,Broa de Açúcar,pera
40035,32721092855,Broa de Açúcar,banana
53563,31747463884,Broa de Açúcar,pera
75488,37566902881,Plus,maçã
40854,38780578810,Plus,banana
82925,33089040808,Mes,banana
76191,39773632806,Plus,banana
76191,39773632806,Plus,pera
997,32423720858,Plus,pera
58430,34264638810,Broa de Açúcar,maçã
90732,34797685808,Mes,banana
22190,34487023823,Plus,pera
34314,31226886892,Plus,banana
57129,34329099853,Mes,pera
54074,34724431890,Plus,pera
37911,34082273816,Mes,pera
81866,31963493818,Plus,pera
96289,30083408819,Broa de Açúcar,pera
57227,30048509825,Mes,pera
96216,34016739802,Broa de Açúcar,maçã
57551,39414985840,Broa de Açúcar,banana
51206,36977516895,Plus,banana
16600,32686436808,Mes,maçã
40811,36962981821,Plus,pera
76219,30765876841,Broa de Açúcar,banana
21062,35720395849,Plus,banana
52756,31449785824,Plus,banana
5899,30399363874,Mes,pera
27406,33669537805,Plus,pera
71941,34532204801,Plus,banana
56673,33452221830,Plus,banana
37911,34082273816,Plus,pera
51112,30043773818,Plus,pera
97604,34832712870,Broa de Açúcar,maçã
53793,31052618855,Plus,maçã
62962,37880194843,Mes,banana
54074,34724431890,Plus,banana
45707,36428763826,Plus,maçã
69734,32030313882,Plus,maçã
9527,34651258867,Plus,pera
40383,39595490830,Mes,pera
76132,33274335851,Broa de Açúcar,pera
1516,32021188892,Mes,pera
11048,30075496801,Broa de Açúcar,banana
29563,33812954893,Mes,banana
16600,32686436808,Plus,pera
13361,38086924807,Plus,banana
11994,36747700830,Plus,banana
34508,34919845804,Plus,banana
96289,30083408819,Broa de Açúcar,banana
7674,34164815850,Mes,pera
40383,39595490830,Plus,pera
23138,37873622827,Mes,banana
19881,38469227815,Mes,banana
75712,37915472836,Broa de Açúcar,pera
91332,39489653829,Mes,banana
53017,36888173895,Plus,pera
19611,35725074803,Plus,pera
11994,36747700830,Plus,pera
4689,39729191824,Plus,pera
75488,37566902881,Mes,pera
54074,34724431890,Plus,pera
17742,31853596825,Plus,banana
37107,35623200869,Broa de Açúcar,pera
908,30863081843,Broa de Açúcar,pera
27406,33669537805,Plus,banana
11994,36747700830,Plus,banana
39338,37422921889,Mes,pera
41609,38585981865,Broa de Açúcar,banana
21561,31409170829,Mes,maçã
88645,32110586800,Plus,banana
