,cpf,nome,produto,preco
92834,31242340815,Plus,banana,1
1145,38389990881,Mes,uva,7
97559,35381822804,Mes,pera,3
79989,38494124820,Mes,maçã,2
61929,38069387840,Mes,uva,7
96504,33916455800,Broa de Açúcar,pera,3
43384,39321169849,Broa de Açúcar,pera,3
72394,32479421813,Mes,maçã,2
11257,35177132870,Broa de Açúcar,pera,3
44002,34377246810,Broa de Açúcar,banana,1
79815,38020401806,Broa de Açúcar,uva,7
45090,31634197801,Broa de Açúcar,uva,7
9969,36355203818,Broa de Açúcar,banana,1
13084,32411159846,Broa de Açúcar,banana,1
92834,31242340815,Broa de Açúcar,maçã,2
24483,32477452894,Mes,maçã,2
66,30721762808,Mes,uva,7
12949,31781804869,Plus,uva,7
29759,31464506825,Plus,uva,7
80109,38647585801,Plus,maçã,2
88339,36488723898,Mes,banana,1
56277,38069818840,Plus,maçã,2
78202,32557890871,Mes,maçã,2
21327,35722129879,Broa de Açúcar,pera,3
92407,30929873815,Mes,maçã,2
79989,38494124820,Plus,banana,1
31952,37340719849,Plus,uva,7
97324,38412448820,Broa de Açúcar,uva,7
48911,34418212892,Plus,banana,1
45090,31634197801,Plus,banana,1
88339,36488723898,Plus,pera,3
88339,36488723898,Plus,uva,7
97947,33719119858,Broa de Açúcar,maçã,2
14846,31490602810,Broa de Açúcar,banana,1
94387,33968186877,Mes,uva,7
46253,39243896830,Mes,uva,7
66651,31563287820,Mes,pera,3
37530,39655543870,Plus,banana,1
97947,33719119858,Broa de Açúcar,pera,3
94387,33968186877,Mes,uva,7
29759,31464506825,Mes,banana,1
89409,30647186810,Mes,uva,7
24243,35233640864,Plus,uva,7
80975,32766185836,Mes,maçã,2
34853,39479641887,Plus,pera,3
39041,38955151837,Broa de Açúcar,banana,1
73511,38807260867,Broa de Açúcar,banana,1
90524,37706842819,Mes,maçã,2
51536,32793703885,Mes,maçã,2
31228,31343837804,Mes,banana,1
90145,39114690802,Plus,pera,3
26741,34265854800,Mes,uva,7
89573,31419452843,Mes,maçã,2
79914,34029758827,Mes,uva,7
18283,30546192815,Plus,pera,3
50367,39622445810,Broa de Açúcar,banana,1
78202,32557890871,Broa de Açúcar,pera,3
45206,37024055855,Mes,pera,3
83478,32514000882,Plus,pera,3
55098,39328009820,Plus,uva,7
21327,35722129879,Plus,pera,3
44002,34377246810,Plus,maçã,2
89409,30647186810,Mes,maçã,2
69255,36883156852,Mes,pera,3
46408,37773214867,Plus,maçã,2
50367,39622445810,Plus,maçã,2
8329,39143983880,Mes,uva,7
55098,39328009820,Mes,maçã,2
80005,32938248890,Plus,pera,3
60244,38825970897,Mes,banana,1
51536,32793703885,Plus,maçã,2
42823,31642889806,Plus,pera,3
3678,36762255892,Broa de Açúcar,banana,1
56544,35358298878,Broa de Açúcar,uva,7
11060,35628153877,Plus,pera,3
69255,36883156852,Plus,uva,7
369,30375057889,Plus,pera,3
11060,35628153877,Broa de Açúcar,pera,3
66,30721762808,Broa de Açúcar,maçã,2
17161,30074887882,Mes,maçã,2
31830,31833478819,Broa de Açúcar,banana,1
70302,37192080870,Plus,banana,1
44988,39625356835,Plus,maçã,2
97559,35381822804,Mes,banana,1
610,33948247870,Mes,maçã,2
98435,31612130844,Mes,uva,7
82947,37554778820,Mes,banana,1
74390,33599124892,Plus,uva,7
48760,36028999857,Mes,pera,3
83315,31458786897,Broa de Açúcar,uva,7
81230,39228065893,Broa de Açúcar,pera,3
37192,34272132857,Plus,maçã,2
39041,38955151837,Plus,uva,7
89573,31419452843,Mes,uva,7
42217,34599666882,Broa de Açúcar,maçã,2
45090,31634197801,Plus,banana,1
46408,37773214867,Plus,maçã,2
71984,36982435806,Broa de Açúcar,maçã,2
79815,38020401806,Plus,banana,1
1145,38389990881,Broa de Açúcar,pera,3
64869,34676829876,Broa de Açúcar,pera,3
88339,36488723898,Broa de Açúcar,pera,3
21327,35722129879,Broa de Açúcar,banana,1
20357,37624326868,Broa de Açúcar,pera,3
16948,35496603838,Broa de Açúcar,maçã,2
97296,35079462892,Plus,banana,1
72394,32479421813,Mes,uva,7
55886,30959832807,Mes,banana,1
80975,32766185836,Mes,maçã,2
2792,31788024877,Plus,uva,7
62439,35938168813,Plus,uva,7
92407,30929873815,Mes,uva,7
92149,32994374889,Broa de Açúcar,maçã,2
3979,35797992825,Broa de Açúcar,uva,7
42659,32543861831,Broa de Açúcar,maçã,2
24483,32477452894,Broa de Açúcar,banana,1
22857,36769458837,Plus,uva,7
79302,31541266862,Plus,banana,1
23497,39240391860,Plus,maçã,2
42472,39947252833,Plus,uva,7
27807,38906114869,Mes,maçã,2
11789,31249581877,Plus,banana,1
83426,39767917845,Plus,maçã,2
22857,36769458837,Plus,pera,3
37442,38983313854,Mes,uva,7
46408,37773214867,Plus,pera,3
90621,35646486823,Plus,banana,1
46253,39243896830,Mes,maçã,2
24483,32477452894,Plus,maçã,2
51476,31004054807,Mes,banana,1
64903,36507267856,Mes,uva,7
80109,38647585801,Mes,banana,1
44988,39625356835,Mes,maçã,2
90145,39114690802,Plus,pera,3
44002,34377246810,Broa de Açúcar,uva,7
96504,33916455800,Plus,maçã,2
97559,35381822804,Mes,pera,3
42823,31642889806,Plus,uva,7
44988,39625356835,Mes,maçã,2
46408,37773214867,Broa de Açúcar,banana,1
93167,32911432800,Mes,banana,1
31796,35159472800,Plus,banana,1
11789,31249581877,Mes,banana,1
45090,31634197801,Mes,banana,1
98435,31612130844,Mes,pera,3
48879,33635232890,Broa de Açúcar,maçã,2
45206,37024055855,Plus,uva,7
90620,39519577866,Mes,maçã,2
23497,39240391860,Mes,maçã,2
21521,30440560802,Mes,uva,7
83377,33908213843,Broa de Açúcar,pera,3
11221,30298992841,Plus,maçã,2
96871,30666502862,Plus,uva,7
22553,37594575849,Mes,pera,3
22166,38824903819,Mes,banana,1
68973,33454729882,Broa de Açúcar,pera,3
69926,38162371850,Broa de Açúcar,banana,1
51536,32793703885,Mes,pera,3
60244,38825970897,Broa de Açúcar,banana,1
5756,38093998845,Broa de Açúcar,uva,7
97324,38412448820,Plus,banana,1
25823,32395134805,Broa de Açúcar,uva,7
66055,31659044804,Broa de Açúcar,pera,3
36255,31367966833,Mes,banana,1
64903,36507267856,Broa de Açúcar,pera,3
56044,34110615887,Broa de Açúcar,maçã,2
49994,38789240898,Broa de Açúcar,uva,7
20357,37624326868,Mes,maçã,2
26328,35643616858,Broa de Açúcar,maçã,2
44030,30263685802,Mes,pera,3
90145,39114690802,Mes,maçã,2
29759,31464506825,Mes,maçã,2
90621,35646486823,Mes,banana,1
89409,30647186810,Broa de Açúcar,uva,7
2346,38903395816,Plus,banana,1
42217,34599666882,Broa de Açúcar,pera,3
25823,32395134805,Plus,pera,3
79914,34029758827,Mes,pera,3
82897,31851754849,Broa de Açúcar,uva,7
93167,32911432800,Plus,banana,1
55886,30959832807,Broa de Açúcar,maçã,2
93167,32911432800,Mes,pera,3
100276,30318527880,Mes,maçã,2
39041,38955151837,Plus,maçã,2
5804,35681744809,Broa de Açúcar,uva,7
24345,33613889889,Mes,maçã,2
42823,31642889806,Plus,pera,3
56044,34110615887,Plus,uva,7
3678,36762255892,Plus,banana,1
55098,39328009820,Mes,pera,3
70418,32245435826,Broa de Açúcar,banana,1
79989,38494124820,Mes,pera,3
31830,31833478819,Plus,uva,7
66055,31659044804,Mes,maçã,2
5756,38093998845,Broa de Açúcar,uva,7
80109,38647585801,Mes,banana,1
68973,33454729882,Broa de Açúcar,maçã,2
74390,33599124892,Mes,banana,1
69926,38162371850,Plus,pera,3
83315,31458786897,Plus,maçã,2
79914,34029758827,Plus,pera,3
22166,38824903819,Mes,banana,1
96504,33916455800,Broa de Açúcar,pera,3
49994,38789240898,Broa de Açúcar,banana,1
80109,38647585801,Mes,pera,3
42823,31642889806,Mes,uva,7
22562,31291469893,Plus,uva,7
64903,36507267856,Plus,banana,1
55524,37832513896,Mes,maçã,2
13120,31289694850,Mes,pera,3
29812,32124328883,Mes,maçã,2
25823,32395134805,Mes,pera,3
68973,33454729882,Plus,uva,7
81230,39228065893,Mes,pera,3
25823,32395134805,Plus,maçã,2
68587,32282919874,Plus,pera,3
87908,30937094820,Mes,banana,1
55524,37832513896,Broa de Açúcar,maçã,2
89809,38085196816,Mes,banana,1
13120,31289694850,Plus,maçã,2
21556,35031727853,Mes,pera,3
3678,36762255892,Plus,pera,3
37530,39655543870,Mes,uva,7
96504,33916455800,Mes,banana,1
51536,32793703885,Broa de Açúcar,uva,7
80975,32766185836,Plus,uva,7
50367,39622445810,Plus,uva,7
81230,39228065893,Mes,uva,7
74390,33599124892,Broa de Açúcar,banana,1
23617,38937032848,Mes,maçã,2
61929,38069387840,Plus,maçã,2
51476,31004054807,Plus,uva,7
81262,32364083834,Plus,pera,3
96,32118142803,Plus,maçã,2
47404,38172129840,Mes,maçã,2
3979,35797992825,Plus,banana,1
8551,32194543805,Broa de Açúcar,uva,7
54321,32468502833,Broa de Açúcar,banana,1
31830,31833478819,Broa de Açúcar,banana,1
46824,36958614879,Mes,uva,7
40679,35109798850,Plus,maçã,2
17161,30074887882,Broa de Açúcar,pera,3
64248,36158702803,Mes,uva,7
96,32118142803,Plus,banana,1
55886,30959832807,Broa de Açúcar,banana,1
49994,38789240898,Mes,pera,3
12949,31781804869,Plus,uva,7
99276,34969741840,Mes,banana,1
70418,32245435826,Broa de Açúcar,uva,7
36706,34598325844,Plus,banana,1
80005,32938248890,Broa de Açúcar,maçã,2
48760,36028999857,Plus,maçã,2
73511,38807260867,Broa de Açúcar,banana,1
84672,30428129870,Plus,uva,7
68583,39519124802,Mes,uva,7
50367,39622445810,Plus,uva,7
34749,33428676807,Plus,maçã,2
73511,38807260867,Broa de Açúcar,banana,1
8329,39143983880,Plus,maçã,2
37192,34272132857,Mes,pera,3
94387,33968186877,Broa de Açúcar,maçã,2
18283,30546192815,Broa de Açúcar,pera,3
31794,32512837823,Mes,uva,7
26328,35643616858,Plus,uva,7
97296,35079462892,Mes,banana,1
70914,35470736857,Broa de Açúcar,maçã,2
72394,32479421813,Mes,pera,3
89857,38853118873,Broa de Açúcar,uva,7
83377,33908213843,Mes,maçã,2
64903,36507267856,Broa de Açúcar,uva,7
72864,34138618830,Plus,banana,1
89573,31419452843,Mes,uva,7
27285,30683083805,Broa de Açúcar,pera,3
55886,30959832807,Mes,pera,3
3678,36762255892,Mes,maçã,2
90259,39430756800,Mes,uva,7
50385,34177725838,Plus,pera,3
22562,31291469893,Mes,pera,3
96871,30666502862,Mes,maçã,2
5756,38093998845,Plus,uva,7
29759,31464506825,Plus,pera,3
94327,38605930802,Broa de Açúcar,banana,1
22562,31291469893,Plus,banana,1
11789,31249581877,Mes,uva,7
12949,31781804869,Mes,pera,3
26487,31793921857,Plus,pera,3
27285,30683083805,Broa de Açúcar,uva,7
36729,35505011888,Plus,pera,3
1145,38389990881,Broa de Açúcar,maçã,2
3487,34670036807,Mes,pera,3
24243,35233640864,Plus,maçã,2
90216,30045741875,Broa de Açúcar,pera,3
83315,31458786897,Broa de Açúcar,maçã,2
21521,30440560802,Plus,uva,7
68587,32282919874,Broa de Açúcar,maçã,2
34749,33428676807,Broa de Açúcar,banana,1
26328,35643616858,Plus,banana,1
60244,38825970897,Broa de Açúcar,maçã,2
22553,37594575849,Broa de Açúcar,uva,7
46408,37773214867,Plus,maçã,2
1013,36222192890,Mes,pera,3
23497,39240391860,Mes,maçã,2
2346,38903395816,Mes,banana,1
18283,30546192815,Plus,banana,1
11060,35628153877,Plus,uva,7
43384,39321169849,Mes,banana,1
22166,38824903819,Mes,pera,3
78202,32557890871,Plus,pera,3
22166,38824903819,Plus,uva,7
66,30721762808,Plus,maçã,2
70302,37192080870,Plus,maçã,2
15703,31135265828,Plus,banana,1
71984,36982435806,Broa de Açúcar,maçã,2
68973,33454729882,Plus,pera,3
52232,39956187828,Broa de Açúcar,maçã,2
80005,32938248890,Broa de Açúcar,pera,3
72394,32479421813,Plus,banana,1
1145,38389990881,Broa de Açúcar,uva,7
22857,36769458837,Plus,maçã,2
89573,31419452843,Broa de Açúcar,uva,7
39041,38955151837,Mes,pera,3
42472,39947252833,Broa de Açúcar,maçã,2
1145,38389990881,Broa de Açúcar,uva,7
29812,32124328883,Plus,banana,1
610,33948247870,Broa de Açúcar,pera,3
52232,39956187828,Plus,pera,3
23617,38937032848,Mes,uva,7
100276,30318527880,Mes,banana,1
26851,34237889840,Plus,banana,1
3678,36762255892,Broa de Açúcar,pera,3
70914,35470736857,Broa de Açúcar,pera,3
12949,31781804869,Plus,uva,7
89409,30647186810,Broa de Açúcar,banana,1
40679,35109798850,Broa de Açúcar,maçã,2
44075,35645621840,Broa de Açúcar,banana,1
37530,39655543870,Plus,pera,3
27807,38906114869,Plus,pera,3
45806,30888909802,Mes,maçã,2
16948,35496603838,Mes,pera,3
50367,39622445810,Mes,uva,7
42823,31642889806,Mes,pera,3
91433,34128659827,Broa de Açúcar,pera,3
11060,35628153877,Broa de Açúcar,uva,7
76490,37396358868,Broa de Açúcar,maçã,2
66651,31563287820,Broa de Açúcar,uva,7
37530,39655543870,Plus,banana,1
73511,38807260867,Plus,pera,3
27285,30683083805,Mes,banana,1
96871,30666502862,Plus,banana,1
93167,32911432800,Broa de Açúcar,maçã,2
69926,38162371850,Plus,banana,1
3678,36762255892,Mes,uva,7
93135,38779238874,Plus,pera,3
13120,31289694850,Broa de Açúcar,uva,7
47404,38172129840,Broa de Açúcar,maçã,2
79815,38020401806,Broa de Açúcar,uva,7
81230,39228065893,Mes,banana,1
15703,31135265828,Mes,uva,7
50385,34177725838,Plus,pera,3
80109,38647585801,Mes,pera,3
48760,36028999857,Mes,uva,7
42472,39947252833,Plus,uva,7
56277,38069818840,Broa de Açúcar,banana,1
97296,35079462892,Plus,banana,1
44075,35645621840,Broa de Açúcar,maçã,2
3487,34670036807,Plus,banana,1
64903,36507267856,Plus,banana,1
79302,31541266862,Plus,pera,3
720,35607912868,Mes,maçã,2
36706,34598325844,Broa de Açúcar,pera,3
720,35607912868,Mes,banana,1
4684,33110482886,Broa de Açúcar,pera,3
36706,34598325844,Broa de Açúcar,pera,3
64248,36158702803,Plus,maçã,2
80005,32938248890,Broa de Açúcar,pera,3
46408,37773214867,Mes,pera,3
11221,30298992841,Mes,pera,3
22553,37594575849,Broa de Açúcar,pera,3
100276,30318527880,Mes,maçã,2
79989,38494124820,Mes,uva,7
74390,33599124892,Plus,banana,1
24483,32477452894,Plus,maçã,2
50367,39622445810,Broa de Açúcar,maçã,2
21327,35722129879,Broa de Açúcar,pera,3
93167,32911432800,Mes,maçã,2
43460,32384370898,Mes,maçã,2
46824,36958614879,Mes,maçã,2
80109,38647585801,Mes,pera,3
1145,38389990881,Plus,banana,1
26741,34265854800,Broa de Açúcar,banana,1
56544,35358298878,Mes,maçã,2
9969,36355203818,Plus,banana,1
11060,35628153877,Mes,uva,7
3678,36762255892,Broa de Açúcar,pera,3
42659,32543861831,Broa de Açúcar,uva,7
87908,30937094820,Broa de Açúcar,pera,3
37530,39655543870,Plus,maçã,2
43384,39321169849,Broa de Açúcar,pera,3
71984,36982435806,Broa de Açúcar,uva,7
23303,32112812823,Mes,uva,7
37192,34272132857,Broa de Açúcar,maçã,2
22857,36769458837,Broa de Açúcar,maçã,2
24243,35233640864,Mes,maçã,2
36706,34598325844,Plus,pera,3
98435,31612130844,Plus,pera,3
80005,32938248890,Broa de Açúcar,pera,3
94327,38605930802,Plus,maçã,2
6626,39183777849,Mes,uva,7
12949,31781804869,Plus,maçã,2
82897,31851754849,Plus,uva,7
77376,31708557865,Mes,pera,3
12949,31781804869,Plus,maçã,2
66265,32159874817,Broa de Açúcar,uva,7
83426,39767917845,Plus,banana,1
66651,31563287820,Mes,maçã,2
70914,35470736857,Plus,pera,3
72394,32479421813,Plus,banana,1
13120,31289694850,Broa de Açúcar,banana,1
3487,34670036807,Mes,banana,1
11789,31249581877,Mes,pera,3
20357,37624326868,Plus,maçã,2
43858,30753498871,Plus,pera,3
42823,31642889806,Broa de Açúcar,banana,1
94387,33968186877,Broa de Açúcar,maçã,2
1013,36222192890,Plus,maçã,2
26741,34265854800,Broa de Açúcar,maçã,2
6626,39183777849,Plus,maçã,2
26328,35643616858,Broa de Açúcar,banana,1
79302,31541266862,Broa de Açúcar,maçã,2
64869,34676829876,Plus,maçã,2
3678,36762255892,Broa de Açúcar,banana,1
100581,32075237816,Broa de Açúcar,uva,7
32604,32853338800,Plus,maçã,2
29812,32124328883,Mes,banana,1
70914,35470736857,Mes,uva,7
45090,31634197801,Plus,pera,3
25823,32395134805,Mes,pera,3
96871,30666502862,Plus,pera,3
51476,31004054807,Plus,uva,7
66,30721762808,Mes,banana,1
81262,32364083834,Plus,uva,7
16948,35496603838,Broa de Açúcar,maçã,2
79302,31541266862,Plus,pera,3
40679,35109798850,Broa de Açúcar,maçã,2
31153,39385102850,Plus,maçã,2
64248,36158702803,Broa de Açúcar,uva,7
5804,35681744809,Mes,banana,1
43460,32384370898,Plus,banana,1
84672,30428129870,Broa de Açúcar,uva,7
8551,32194543805,Broa de Açúcar,banana,1
11789,31249581877,Mes,banana,1
11060,35628153877,Plus,banana,1
8329,39143983880,Mes,maçã,2
79815,38020401806,Broa de Açúcar,banana,1
70914,35470736857,Broa de Açúcar,banana,1
37978,35618351803,Broa de Açúcar,pera,3
46253,39243896830,Mes,pera,3
11789,31249581877,Mes,uva,7
31794,32512837823,Broa de Açúcar,pera,3
48760,36028999857,Broa de Açúcar,pera,3
23617,38937032848,Broa de Açúcar,banana,1
21521,30440560802,Plus,maçã,2
70302,37192080870,Broa de Açúcar,uva,7
36729,35505011888,Broa de Açúcar,maçã,2
22166,38824903819,Broa de Açúcar,pera,3
62439,35938168813,Broa de Açúcar,pera,3
78202,32557890871,Mes,banana,1
23303,32112812823,Mes,pera,3
79914,34029758827,Broa de Açúcar,uva,7
34853,39479641887,Mes,uva,7
17161,30074887882,Plus,banana,1
100581,32075237816,Broa de Açúcar,uva,7
90524,37706842819,Mes,uva,7
30379,37353484837,Broa de Açúcar,uva,7
78202,32557890871,Broa de Açúcar,banana,1
74390,33599124892,Plus,banana,1
92149,32994374889,Broa de Açúcar,uva,7
43858,30753498871,Broa de Açúcar,maçã,2
36729,35505011888,Plus,maçã,2
51536,32793703885,Broa de Açúcar,pera,3
11989,39401368830,Mes,uva,7
23530,37924765840,Mes,banana,1
56544,35358298878,Plus,maçã,2
34255,38246362801,Mes,uva,7
79914,34029758827,Broa de Açúcar,uva,7
3487,34670036807,Mes,maçã,2
83377,33908213843,Plus,banana,1
5804,35681744809,Mes,banana,1
94387,33968186877,Plus,banana,1
43384,39321169849,Plus,maçã,2
27285,30683083805,Plus,uva,7
87806,30060398825,Mes,uva,7
92407,30929873815,Broa de Açúcar,banana,1
70418,32245435826,Broa de Açúcar,pera,3
2860,39841469812,Plus,pera,3
22857,36769458837,Mes,banana,1
83478,32514000882,Mes,uva,7
31952,37340719849,Broa de Açúcar,maçã,2
64869,34676829876,Plus,banana,1
21327,35722129879,Broa de Açúcar,banana,1
3979,35797992825,Mes,uva,7
44002,34377246810,Mes,pera,3
70418,32245435826,Mes,pera,3
11989,39401368830,Plus,banana,1
23617,38937032848,Mes,maçã,2
44044,31091226857,Plus,maçã,2
56544,35358298878,Mes,pera,3
2769,31210426889,Plus,pera,3
52232,39956187828,Mes,maçã,2
39041,38955151837,Broa de Açúcar,uva,7
99276,34969741840,Mes,banana,1
15703,31135265828,Plus,banana,1
70302,37192080870,Plus,banana,1
44030,30263685802,Broa de Açúcar,uva,7
82947,37554778820,Plus,maçã,2
6626,39183777849,Plus,maçã,2
38387,36527494807,Plus,uva,7
79302,31541266862,Plus,banana,1
5804,35681744809,Mes,uva,7
90216,30045741875,Plus,banana,1
66,30721762808,Broa de Açúcar,uva,7
72864,34138618830,Mes,maçã,2
50385,34177725838,Mes,pera,3
55098,39328009820,Plus,maçã,2
369,30375057889,Broa de Açúcar,banana,1
369,30375057889,Plus,banana,1
83426,39767917845,Broa de Açúcar,pera,3
25823,32395134805,Broa de Açúcar,banana,1
90216,30045741875,Plus,maçã,2
23530,37924765840,Mes,uva,7
4684,33110482886,Mes,maçã,2
3678,36762255892,Mes,uva,7
24243,35233640864,Mes,uva,7
97296,35079462892,Plus,banana,1
23497,39240391860,Mes,maçã,2
68587,32282919874,Broa de Açúcar,maçã,2
9969,36355203818,Plus,maçã,2
34255,38246362801,Plus,maçã,2
98435,31612130844,Plus,pera,3
36729,35505011888,Plus,maçã,2
92149,32994374889,Mes,banana,1
4684,33110482886,Plus,maçã,2
93135,38779238874,Plus,banana,1
90524,37706842819,Plus,uva,7
62945,38946050810,Broa de Açúcar,uva,7
12232,39621128803,Mes,maçã,2
90259,39430756800,Broa de Açúcar,pera,3
64869,34676829876,Plus,uva,7
56277,38069818840,Broa de Açúcar,banana,1
94387,33968186877,Broa de Açúcar,pera,3
66055,31659044804,Plus,uva,7
72394,32479421813,Plus,maçã,2
43460,32384370898,Plus,banana,1
62439,35938168813,Plus,banana,1
92850,31198058820,Plus,maçã,2
80259,34060357871,Mes,maçã,2
88902,31386637882,Mes,banana,1
56972,33885114895,Plus,maçã,2
4766,37512897804,Plus,pera,3
3015,38107259866,Broa de Açúcar,maçã,2
74565,39261917836,Plus,pera,3
21527,34950274830,Plus,pera,3
81433,30849704839,Broa de Açúcar,pera,3
42263,34253311830,Mes,maçã,2
48240,34588824805,Broa de Açúcar,banana,1
15860,37973890866,Plus,pera,3
69377,38350515805,Broa de Açúcar,maçã,2
15860,37973890866,Plus,banana,1
16983,33797193823,Plus,banana,1
21004,39448379838,Broa de Açúcar,maçã,2
26835,37101642810,Broa de Açúcar,maçã,2
74157,38164462802,Plus,banana,1
5722,33668989842,Plus,maçã,2
71941,34532204801,Plus,pera,3
10998,34525430800,Mes,maçã,2
33964,32581223855,Mes,maçã,2
15860,37973890866,Mes,banana,1
99664,36198779807,Plus,banana,1
4766,37512897804,Mes,banana,1
99799,39415052899,Plus,banana,1
6282,35492365819,Plus,pera,3
69377,38350515805,Plus,pera,3
32454,35456398869,Plus,pera,3
91806,39061509840,Plus,banana,1
35750,32586371801,Plus,maçã,2
94682,35122614857,Mes,banana,1
28082,30588011819,Broa de Açúcar,pera,3
24146,32474042873,Broa de Açúcar,banana,1
74683,38835164818,Mes,maçã,2
84039,35733761857,Plus,pera,3
81455,30265670861,Plus,banana,1
15860,37973890866,Plus,banana,1
10833,34936985856,Plus,pera,3
23085,38713706810,Broa de Açúcar,pera,3
37035,38586744867,Mes,maçã,2
52404,34398930817,Broa de Açúcar,pera,3
92942,37968450888,Mes,maçã,2
77225,31112978887,Plus,maçã,2
79606,35768556885,Mes,pera,3
83229,31974338827,Broa de Açúcar,maçã,2
96607,33434710892,Plus,banana,1
4766,37512897804,Mes,maçã,2
57049,39815578839,Plus,banana,1
49212,32501709845,Plus,banana,1
42263,34253311830,Broa de Açúcar,maçã,2
42263,34253311830,Plus,banana,1
19410,38482884867,Plus,maçã,2
6977,32426476885,Mes,maçã,2
73003,39200930891,Broa de Açúcar,pera,3
71941,34532204801,Mes,banana,1
71221,35314653842,Plus,pera,3
7724,36235280807,Broa de Açúcar,banana,1
42721,33528856807,Plus,pera,3
94682,35122614857,Plus,maçã,2
88673,39524291800,Plus,pera,3
60165,34341297821,Plus,maçã,2
99664,36198779807,Broa de Açúcar,maçã,2
32126,35496923824,Broa de Açúcar,banana,1
38106,31554108845,Mes,maçã,2
85060,32979358800,Broa de Açúcar,pera,3
23833,39784659816,Plus,pera,3
62778,35080845821,Plus,banana,1
10998,34525430800,Plus,maçã,2
25902,37511953867,Plus,banana,1
4438,31121633897,Broa de Açúcar,pera,3
60165,34341297821,Plus,banana,1
96607,33434710892,Plus,banana,1
86169,30823874893,Broa de Açúcar,banana,1
45582,36971695801,Plus,maçã,2
90117,35948203867,Plus,banana,1
58785,33212754818,Plus,pera,3
86169,30823874893,Plus,maçã,2
94682,35122614857,Mes,banana,1
7724,36235280807,Plus,banana,1
27574,36675319825,Plus,pera,3
2518,36816343867,Mes,maçã,2
49100,38588677806,Plus,pera,3
75819,36391074895,Mes,maçã,2
11027,30826430864,Plus,banana,1
5469,30504844890,Plus,pera,3
91874,33537824866,Plus,pera,3
69377,38350515805,Plus,pera,3
33964,32581223855,Mes,banana,1
41229,37723581874,Broa de Açúcar,pera,3
47828,36896847816,Broa de Açúcar,pera,3
32757,35736713810,Plus,banana,1
97544,35210083802,Mes,pera,3
25052,37372709881,Mes,banana,1
33964,32581223855,Mes,maçã,2
29170,33212249846,Plus,maçã,2
57049,39815578839,Broa de Açúcar,pera,3
10833,34936985856,Mes,pera,3
32757,35736713810,Plus,banana,1
38706,34848790840,Plus,banana,1
29694,39447287859,Mes,maçã,2
83229,31974338827,Mes,pera,3
86169,30823874893,Plus,banana,1
11370,38041794874,Plus,pera,3
35750,32586371801,Plus,banana,1
52617,38893074850,Mes,pera,3
37238,39268371871,Plus,banana,1
37691,39779082867,Mes,pera,3
43234,30159956854,Plus,banana,1
79271,39552290848,Plus,pera,3
89868,35897805849,Mes,pera,3
88902,31386637882,Mes,pera,3
25902,37511953867,Plus,banana,1
37691,39779082867,Mes,banana,1
96260,37790285815,Plus,banana,1
5722,33668989842,Plus,banana,1
32965,30110731808,Plus,pera,3
72768,37746387802,Plus,pera,3
75760,30527447803,Plus,banana,1
34352,35919492805,Plus,pera,3
23616,31041889801,Plus,banana,1
96260,37790285815,Plus,banana,1
23085,38713706810,Plus,maçã,2
18054,34412443892,Mes,pera,3
8118,31419721844,Plus,banana,1
80847,38770200890,Broa de Açúcar,banana,1
11280,37974671840,Mes,pera,3
10833,34936985856,Plus,pera,3
15880,33569319890,Broa de Açúcar,maçã,2
63194,32501538854,Mes,pera,3
22769,38637449859,Plus,banana,1
99664,36198779807,Broa de Açúcar,pera,3
49212,32501709845,Plus,pera,3
49557,39834810865,Broa de Açúcar,maçã,2
32767,33566260860,Plus,banana,1
23616,31041889801,Broa de Açúcar,maçã,2
90117,35948203867,Plus,pera,3
31135,37375495831,Broa de Açúcar,pera,3
42633,35835832800,Broa de Açúcar,maçã,2
2422,31474320848,Broa de Açúcar,banana,1
49489,31831535807,Broa de Açúcar,maçã,2
97544,35210083802,Mes,pera,3
25216,30984109811,Plus,banana,1
92577,34340667803,Plus,pera,3
24875,37486225891,Mes,pera,3
80259,34060357871,Plus,pera,3
64964,34561337822,Mes,maçã,2
42263,34253311830,Plus,maçã,2
49489,31831535807,Broa de Açúcar,banana,1
83555,36967548891,Plus,pera,3
4438,31121633897,Plus,banana,1
32126,35496923824,Mes,banana,1
23833,39784659816,Plus,maçã,2
38706,34848790840,Plus,maçã,2
62514,33106457899,Plus,maçã,2
5469,30504844890,Broa de Açúcar,maçã,2
93229,37520164853,Broa de Açúcar,banana,1
40458,36503282834,Plus,pera,3
60165,34341297821,Broa de Açúcar,banana,1
72768,37746387802,Broa de Açúcar,pera,3
73765,33381596845,Plus,pera,3
52291,39269770869,Broa de Açúcar,maçã,2
47227,33507321866,Broa de Açúcar,maçã,2
62514,33106457899,Broa de Açúcar,banana,1
21004,39448379838,Plus,pera,3
43234,30159956854,Plus,pera,3
20538,35332843879,Plus,pera,3
91806,39061509840,Plus,maçã,2
25052,37372709881,Plus,pera,3
56962,30952448866,Plus,pera,3
23903,36268571827,Broa de Açúcar,banana,1
14958,37588628847,Plus,pera,3
49557,39834810865,Broa de Açúcar,pera,3
50368,36460399816,Broa de Açúcar,banana,1
57049,39815578839,Plus,pera,3
25902,37511953867,Broa de Açúcar,maçã,2
25052,37372709881,Mes,pera,3
38462,33087252824,Mes,banana,1
19410,38482884867,Mes,banana,1
29466,36333169811,Mes,banana,1
32965,30110731808,Mes,maçã,2
